GeneID,Acc_num,Main_Role,Subrole,Product,Gene
hotlake_ucc_84097,CD01DRAFT_2979,Carbohydrate metabolism,Glycolysis / Gluconeogenesis,glucokinase Glk,glk
hotlake_ucc_84098,CD01DRAFT_2980,Carbohydrate metabolism,Pentose phosphate pathway,phosphogluconate dehydratase Edd,edd
hotlake_ucc_84099,CD01DRAFT_2981,Carbohydrate metabolism,Glycolysis / Gluconeogenesis,glyceraldehyde-3-phosphate dehydrogenase_ type I,gap
hotlake_ucc_84100,CD01DRAFT_2982,Carbohydrate metabolism,Glycolysis / Gluconeogenesis,pyruvate kinase Pyk,pyk
hotlake_ucc_84101,CD01DRAFT_2983,Carbohydrate metabolism,Pentose phosphate pathway,bifunctional 2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase Eda,eda
hotlake_ucc_84102,CD01DRAFT_2984,Carbohydrate metabolism,Pentose phosphate pathway,6-phosphogluconolactonase Pgl,pgl
hotlake_ucc_84103,CD01DRAFT_2985,Carbohydrate metabolism,Pentose phosphate pathway,glucose-6-phosphate 1-dehydrogenase Zwf,zwf
hotlake_ucc_84104,CD01DRAFT_2986,Regulatory functions,DNA interactions,transcriptional repressor of phosphogluconate metabolism HexR,hexR
hotlake_ucc_84105,CD01DRAFT_2987,,,maltoporin LamB,lamB
hotlake_ucc_84107,CD01DRAFT_2988,Carbohydrate metabolism,Starch and sucrose metabolism,pullulanase-type alpha-1_6-glucosidase,
hotlake_ucc_84108,CD01DRAFT_2989,Intracellular trafficking_ assembly_ and processing,Chaperone and folding catalysis,peptidyl-prolyl cis-trans isomerase PpiD,ppiD
hotlake_ucc_84109,CD01DRAFT_2990,Cell structure_ growth_ and death,Chromosome and assoicated proteins,DNA-binding protein HU-beta,hupB
hotlake_ucc_84110,CD01DRAFT_2991,Intracellular trafficking_ assembly_ and processing::Unknown function,Enzymes of unknown specificity::Peptidases::General,endopeptidase La,lon
hotlake_ucc_84111,CD01DRAFT_2992,Intracellular trafficking_ assembly_ and processing::Prosthetic groups_ cofactors_ and carriers::Unknown function,Enzymes of unknown specificity::General::Chaperone and folding catalysis::Porphyrin and chlorophyll metabolism,ATP-dependent Clp protease ATPase subunit ClpX,clpX
hotlake_ucc_84112,CD01DRAFT_2993,Intracellular trafficking_ assembly_ and processing,Peptidases,ATP-dependent Clp protease_ protease subunit ClpP,clpP
hotlake_ucc_84113,CD01DRAFT_2994,Intracellular trafficking_ assembly_ and processing,Chaperone and folding catalysis,trigger factor tig,tig
hotlake_ucc_84118,CD01DRAFT_2999,Prosthetic groups_ cofactors_ and carriers,Folate biosynthesis,bifunctional methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase FolD,folD
hotlake_ucc_84119,CD01DRAFT_3000,Carbohydrate metabolism,Citrate cycle (TCA cycle),malate synthase GlcB,glcB
hotlake_ucc_84120,CD01DRAFT_3001,Translation,Transfer RNA biogenesis::Aminoacyl-tRNA biosynthesis,cysteinyl-tRNA synthetase CysS,cysS
hotlake_ucc_84121,CD01DRAFT_3002,Translation,Transfer RNA biogenesis::Aminoacyl-tRNA biosynthesis,glutaminyl-tRNA synthetase GlnS,glnS
hotlake_ucc_84122,CD01DRAFT_3003,Intracellular trafficking_ assembly_ and processing,Chaperone and folding catalysis,peptidyl-prolyl cis-trans isomerase PpiB,ppiB
hotlake_ucc_84123,CD01DRAFT_3004,Glycan biosynthesis and metabolism::Unknown function,Polysacharide and lipopolysaccharide metabolism::Enzymes of unknown specificity,UDP-2_3-diacylglucosamine hydrolase LpxH,lpxH
hotlake_ucc_84124,CD01DRAFT_3005,,,hypothetical protein,
hotlake_ucc_84125,CD01DRAFT_3006,Intracellular trafficking_ assembly_ and processing,Protein modification and repair,phosphoglycerol transferase,
hotlake_ucc_84126,CD01DRAFT_3007,Fatty acid and lipid metabolism,Fatty acid degradation,glycerophosphoryl diester phosphodiesterase GlpQ,glpQ
hotlake_ucc_84127,CD01DRAFT_3008,,,hypothetical protein,
hotlake_ucc_84129,CD01DRAFT_3009,Unknown function,Enzymes of unknown specificity,ferredoxin--NADP+ reductase Fpr,fpr
hotlake_ucc_84130,CD01DRAFT_3010,Regulatory functions,DNA interactions,LysR family transcriptiional regulator,
hotlake_ucc_84131,CD01DRAFT_3011,Translation,tRNA and rRNA base modification,tRNA-(ms[2]io[6]A)-hydroxylase MiaE,miaE
hotlake_ucc_84132,CD01DRAFT_3012,Carbohydrate metabolism,Citrate cycle (TCA cycle),aconitate hydratase 2,acnB
hotlake_ucc_84133,CD01DRAFT_3013,Transport and binding proteins,Amino acids_ peptides and amines::Cations and iron carrying compounds,SSS family solute:sodium symporter,putP
hotlake_ucc_84134,CD01DRAFT_3014,Amino acid metabolism,Alanine_ aspartate and glutamate metabolism::Arginine and proline metabolism,proline dehydrogenase / delta 1-pyrroline-5-carboxylate dehydrogenase,putA
hotlake_ucc_84135,CD01DRAFT_3015,Regulatory functions,DNA interactions,AraC family transcriptional regulator,
hotlake_ucc_84136,CD01DRAFT_3016,Nucleic acid metabolism,Purine metabolism::Pyrimidine metabolism,dTMP kinase Tmk,tmk
hotlake_ucc_84137,CD01DRAFT_3017,Unknown function,General,YceG family conserved hypothetical protein,
hotlake_ucc_84138,CD01DRAFT_3018,Prosthetic groups_ cofactors_ and carriers,Folate biosynthesis,4-amino-4-deoxychorismate lyase PabC,pabC
hotlake_ucc_84139,CD01DRAFT_3019,Fatty acid and lipid metabolism,Biosynthesis,beta-ketoacyl-acyl-carrier-protein synthase II FabF,fabF
hotlake_ucc_84140,CD01DRAFT_3020,Fatty acid and lipid metabolism,Biosynthesis,acyl carrier protein AcpP,acpP
hotlake_ucc_84141,CD01DRAFT_3021,Fatty acid and lipid metabolism::Unknown function,Enzymes of unknown specificity::Biosynthesis of unsaturated fatty acids,3-oxoacyl-[acyl-carrier-protein] reductase,fabG
hotlake_ucc_84142,CD01DRAFT_3022,Fatty acid and lipid metabolism,Biosynthesis,malonyl CoA-acyl carrier protein transacylase FabD,fabD
hotlake_ucc_84143,CD01DRAFT_3023,Fatty acid and lipid metabolism,Glycerolipid and glycerophospholid metabolism,glycerol-3-phosphate acyltransferase PlsX,plsX
hotlake_ucc_84144,CD01DRAFT_3024,Translation,Ribosomal proteins: synthesis and modification,LSU ribosomal protein L32 RpmF,rpmF
hotlake_ucc_84145,CD01DRAFT_3025,Unknown function,General,uncharacterized protein,
hotlake_ucc_84146,CD01DRAFT_3026,Cell structure_ growth_ and death,Cell division,septum formation protein Maf,maf
hotlake_ucc_84147,CD01DRAFT_3027,Intracellular trafficking_ assembly_ and processing,Peptidases,signal peptide peptidase SppA,sppA
hotlake_ucc_84148,CD01DRAFT_3028,Unknown function,Enzymes of unknown specificity,phosphoglycolate phosphatase,gph
hotlake_ucc_84149,CD01DRAFT_3029,Translation,tRNA and rRNA base modification,23S rRNA pseudouridine955/2504/2580 synthase RluC,rluC
hotlake_ucc_84150,CD01DRAFT_3030,Nucleic acid metabolism::Unknown function,RNA degradation::General,ribonuclease E Rne,rne
hotlake_ucc_84151,CD01DRAFT_3031,Unknown function,General,uncharacterized protein,
hotlake_ucc_84152,CD01DRAFT_3032,Unknown function,Enzymes of unknown specificity,putative metal-dependent phosphoesterases (PHP family),
hotlake_ucc_84153,CD01DRAFT_3033,,,hypothetical protein,
hotlake_ucc_84154,CD01DRAFT_3034,Unknown function,General,SH3 domain protein,ygiM
hotlake_ucc_84156,CD01DRAFT_3035,,,PilZ domain,
hotlake_ucc_84157,CD01DRAFT_3036,Unknown function,General,regulator of ribonuclease activity RraA,rraA
hotlake_ucc_84158,CD01DRAFT_3037,Energy metabolism,Carbon fixation in prokaryotes,phosphoenolpyruvate synthase,ppsA
hotlake_ucc_84159,CD01DRAFT_3038,,,protein of unknown function,
hotlake_ucc_84160,CD01DRAFT_3039,Intracellular trafficking_ assembly_ and processing,Peptidases,putative Zn-dependent peptidase,
hotlake_ucc_84161,CD01DRAFT_3040,,,hypothetical protein,
hotlake_ucc_84162,CD01DRAFT_3041,,,putative protein conserved in bacteria,
hotlake_ucc_84163,CD01DRAFT_3042,Signal transduction,Taxis,Response regulator containing a CheY-like receiver domain and a GGDEF domain,
hotlake_ucc_84164,CD01DRAFT_3043,,,molybdenum cofactor cytidylyltransferase MocA,mocA
hotlake_ucc_84165,CD01DRAFT_3044,,,6-pyruvoyl-tetrahydropterin synthase QueD,queD
hotlake_ucc_84166,CD01DRAFT_3045,,,NSS family sodium-dependent transporter,
hotlake_ucc_84167,CD01DRAFT_3046,,,aspartate aminotransferase AspC,aspC
hotlake_ucc_84168,CD01DRAFT_3047,Carbohydrate metabolism,Citrate cycle (TCA cycle),indolepyruvate ferredoxin oxidoreductase IorA-IorB,iorA-iorB
hotlake_ucc_84169,CD01DRAFT_3048,Regulatory functions,DNA interactions,Lrp/AsnC family transcriptional regulator,lrp
hotlake_ucc_84172,CD01DRAFT_3051,Translation,Transfer RNA biogenesis,glutamyl-tRNA synthetase GltX,gltX
hotlake_ucc_84173,CD01DRAFT_3052,,,ABC-type zinc uptake system substrate-binding component ZnuA,znuA
hotlake_ucc_84175,CD01DRAFT_3053,Transport and binding proteins,Unknown substrate::Carbohydrates_ organic alcohols_ and acids,putative permease,
hotlake_ucc_84176,CD01DRAFT_3055,Translation,tRNA and rRNA base modification,tRNA-dihydrouridine synthase DusA,dusA
hotlake_ucc_84177,CD01DRAFT_3056,Carbohydrate metabolism,Pentose phosphate pathway,transaldolase TalA,talA
hotlake_ucc_84178,CD01DRAFT_3057,,,putative protein conserved in bacteria,
hotlake_ucc_84179,CD01DRAFT_3058,Amino acid metabolism,Phenylalanine_ tyrosine and tryptophan biosynthesis,3-deoxy-7-phosphoheptulonate synthase AroA,aroA
hotlake_ucc_84180,CD01DRAFT_3059,Fatty acid and lipid metabolism,Fatty acid degradation,glycerophosphoryl diester phosphodiesterase GlpQ,glpQ
hotlake_ucc_84181,CD01DRAFT_3060,Translation::Unknown function,tRNA and rRNA base modification::General,NAD(P) transhydrogenase SthA,sthA
hotlake_ucc_84182,CD01DRAFT_3061,,,hypothetical protein,
hotlake_ucc_84183,CD01DRAFT_3062,,,flavin transferase ApbE,apbE
hotlake_ucc_84185,CD01DRAFT_3063,Energy metabolism::Transport and binding proteins::Unknown function,Enzymes of unknown specificity::Electron transport::Cations and iron carrying compounds,Na+-transporting NADH:ubiquinone oxidoreductase subunit NqrF,nqrF
hotlake_ucc_84186,CD01DRAFT_3064,Transport and binding proteins,Cations and iron carrying compounds,Na+-transporting NADH:ubiquinone oxidoreductase subunit NqrE,nqrE
hotlake_ucc_84187,CD01DRAFT_3065,Transport and binding proteins,Cations and iron carrying compounds,Na+-transporting NADH:ubiquinone oxidoreductase subunit NqrD,nqrD
hotlake_ucc_84188,CD01DRAFT_3066,Transport and binding proteins,Cations and iron carrying compounds,Na+-transporting NADH:ubiquinone oxidoreductase subunit NqrC,nqrC
hotlake_ucc_84189,CD01DRAFT_3067,Transport and binding proteins,Cations and iron carrying compounds,Na+-transporting NADH:ubiquinone oxidoreductase subunit NqrB,nqrB
hotlake_ucc_84190,CD01DRAFT_3068,Transport and binding proteins,Cations and iron carrying compounds,Na+-transporting NADH:ubiquinone oxidoreductase subunit NqrA,nqrA
hotlake_ucc_84191,CD01DRAFT_3069,Carbohydrate metabolism,Glycolysis / Gluconeogenesis,glyceraldehyde 3-phosphate dehydrogenase,gapA
hotlake_ucc_84192,CD01DRAFT_3070,Defense and invasion systems::Nucleic acid metabolism::Unknown function,Enzymes of unknown specificity::DNA replication_ recombination_ and repair::Invasion response,transcription-repair coupling factor Mfd,mfd
hotlake_ucc_84193,CD01DRAFT_3071,,,protein of unknown funciton DUF2803,
hotlake_ucc_84194,CD01DRAFT_3072,Amino acid metabolism,Cysteine and methionine metabolism,5'-methylthioadenosine phosphorylase MtiP,mtiP
hotlake_ucc_84195,CD01DRAFT_3073,Transport and binding proteins,Unknown substrate,small-conductance mechanosensitive channel protein,ynaI
hotlake_ucc_84196,CD01DRAFT_3074,,,putative protein conserved in bacteria,
hotlake_ucc_84197,CD01DRAFT_3075,Regulatory functions,DNA interactions,TetR family transcriptional regulator,
hotlake_ucc_84198,CD01DRAFT_3076,,,hypothetical protein,
hotlake_ucc_84199,CD01DRAFT_3077,Prosthetic groups_ cofactors_ and carriers,Riboflavin metabolism,riboflavin synthase RibE,ribE
hotlake_ucc_84200,CD01DRAFT_3078,Translation,Ribosomal proteins: synthesis and modification,23S rRNA (guanine-N-2-) -methyltransferase rlmG,rlmG
hotlake_ucc_84201,CD01DRAFT_3079,Unknown function,Enzymes of unknown specificity,putative protein conserved in bacteria,
hotlake_ucc_84202,CD01DRAFT_3080,,,16S rRNA (guanine1207-N2)-methyltransferase RsmC,rsmC
hotlake_ucc_84203,CD01DRAFT_3081,,,hypothetical protein,
hotlake_ucc_84204,CD01DRAFT_3082,Energy metabolism,Nitrogen metabolism,carbonic anhydrase CynT,cynT
hotlake_ucc_84205,CD01DRAFT_3083,,,glutamate dehydrogenase,
hotlake_ucc_84206,CD01DRAFT_3084,Unknown function,General,MoxR-like ATPase,moxR
hotlake_ucc_84207,CD01DRAFT_3085,,,protein of unknown function,
hotlake_ucc_84208,CD01DRAFT_3086,,,putative protein conserved in bacteria,
hotlake_ucc_84209,CD01DRAFT_3087,,,Ca-activated chloride channel-like protein,yfbK
hotlake_ucc_84210,CD01DRAFT_3088,,,Ca-activated chloride channel-like protein,yfbK
hotlake_ucc_84211,CD01DRAFT_3089,,,Oxygen tolerance,
hotlake_ucc_84213,CD01DRAFT_3090,Intracellular trafficking_ assembly_ and processing,Protein modification and repair,cytochrome c-type biogenesis protein CcmI,ccmI
hotlake_ucc_84214,CD01DRAFT_3091,Intracellular trafficking_ assembly_ and processing,Chaperone and folding catalysis,cytochrome c-type biogenesis protein CcmH,ccmH
hotlake_ucc_84216,CD01DRAFT_3092,Defense and invasion systems::Intracellular trafficking_ assembly_ and processing,Detoxification and inactivation::Chaperone and folding catalysis,cytochrome c-type biogenesis thiol:disulfide interchange protein CcmG,ccmG
hotlake_ucc_84217,CD01DRAFT_3093,Intracellular trafficking_ assembly_ and processing,Protein modification and repair,cytochrome c-type biogenesis protein CcmF,ccmF
hotlake_ucc_84218,CD01DRAFT_3094,Intracellular trafficking_ assembly_ and processing,Chaperone and folding catalysis,cytochrome c-type biogenesis heme chaperone CcmE,ccmE
hotlake_ucc_84219,CD01DRAFT_3095,Transport and binding proteins,Cofactors and prosthetic groups,ABC-type heme export system membrane stabilizing component CcmD,ccmD
hotlake_ucc_84220,CD01DRAFT_3096,Transport and binding proteins,Cofactors and prosthetic groups,ABC-type heme export system permease component CcmC,ccmC
hotlake_ucc_84221,CD01DRAFT_3097,Transport and binding proteins,Cofactors and prosthetic groups,ABC-type heme export system permease component CcmB,ccmB
hotlake_ucc_84222,CD01DRAFT_3098,Transport and binding proteins,Cofactors and prosthetic groups::Unknown substrate,ABC-type heme export system ATPase component CcmA,ccmA
hotlake_ucc_84223,CD01DRAFT_3099,Cell motility and adherance,Flagella complex and associated proteins,flagellar hook-length control protein FliK,fliK
hotlake_ucc_84224,CD01DRAFT_3100,Unknown function,General,flagellar biosynthesis protein FlhB2,flhB2
hotlake_ucc_84225,CD01DRAFT_3101,Unknown function,General,MoxR-like ATPase,
hotlake_ucc_84226,CD01DRAFT_3102,Unknown function,Enzymes of unknown specificity,type IV pilus assembly protein PilB,pilB
hotlake_ucc_84227,CD01DRAFT_3103,,,protein of unknown function DUF2802,
hotlake_ucc_84228,CD01DRAFT_3104,,,chemotaxis signal relay system purine-binding protiein CheW,cheW
hotlake_ucc_84229,CD01DRAFT_3105,,,chemotaxis signal relay system purine-binding protiein CheW,cheW
hotlake_ucc_84230,CD01DRAFT_3106,Regulatory functions::Unknown function,General::DNA interactions,ATPase mediating chemosensory cluster partitioning during cell division PfpA,pfpA
hotlake_ucc_84231,CD01DRAFT_3107,Cell motility and adherance,Flagella complex and associated proteins,chemotaxis protein MotB,motB
hotlake_ucc_84232,CD01DRAFT_3108,Transport and binding proteins,Accessory functions,chemotaxis protein MotA,motA
hotlake_ucc_84233,CD01DRAFT_3109,Signal transduction,Taxis,chemotaxis signal relay system protein-glutamate methylesterase CheB,cheB
hotlake_ucc_84234,CD01DRAFT_3110,Unknown function,Enzymes of unknown specificity,chemotaxis signal relay system histidine kinase CheA,cheA
hotlake_ucc_84235,CD01DRAFT_3111,Signal transduction,Taxis,chemotaxis signal relay system phosphatase CheZ,cheZ
hotlake_ucc_84236,CD01DRAFT_3112,Signal transduction,Taxis,chemotaxis signal relay system response regulator CheY,cheY
hotlake_ucc_84237,CD01DRAFT_3113,Transcription,Transcription factors,RNA polymerase sigma factor FliA,fliA
hotlake_ucc_84238,CD01DRAFT_3114,Unknown function,General,flagellar biosynthesis protein FlhG,flhG
hotlake_ucc_84239,CD01DRAFT_3115,Intracellular trafficking_ assembly_ and processing::Cell motility and adherance,Protein export_ secretion_ and sorting::Flagella complex and associated proteins,flagellar biosynthesis protein FlhF,flhF
hotlake_ucc_84240,CD01DRAFT_3116,Defense and invasion systems::Cell motility and adherance,Secretion systems::Flagella complex and associated proteins,flagellar biosynthesis protein FlhA,flhA
hotlake_ucc_84241,CD01DRAFT_3117,Nucleic acid metabolism,Pyrimidine metabolism,uracil phosphoribosyltransferase Upp,uppS
hotlake_ucc_84242,CD01DRAFT_3118,Transport and binding proteins,Unknown substrate::Nucleosides_ purines and pyrimidines,uracil permase UraA,uraA
hotlake_ucc_84243,CD01DRAFT_3119,,,O-Methyltransferase involved in polyketide biosynthesis,
hotlake_ucc_84244,CD01DRAFT_3120,Cell motility and adherance,Flagella complex and associated proteins,flagellar protein export gate FlhB,flhB
hotlake_ucc_84245,CD01DRAFT_3121,Cell motility and adherance,Flagella complex and associated proteins,flagellar biosynthetic protein FliR,fliR
hotlake_ucc_84246,CD01DRAFT_3122,Cell motility and adherance,Flagella complex and associated proteins,flagellar biosynthetic protein FliQ,fliQ
hotlake_ucc_84247,CD01DRAFT_3123,Cell motility and adherance,Flagella complex and associated proteins,flagellar biosynthetic protein FliP,fliP
hotlake_ucc_84249,CD01DRAFT_3124,Cell motility and adherance,Flagella complex and associated proteins,flagellar protein FliO,fliO
hotlake_ucc_84250,CD01DRAFT_3125,Regulatory functions,Protein interactions,flagellar motor switch protein FliN,fliN
hotlake_ucc_84251,CD01DRAFT_3126,Regulatory functions,Protein interactions,flagellar motor switch protein FliM,fliM
hotlake_ucc_84252,CD01DRAFT_3127,Cell motility and adherance,Flagella complex and associated proteins,flagellar basal body-associated protein FliL,fliL
hotlake_ucc_84253,CD01DRAFT_3128,Cell motility and adherance,Flagella complex and associated proteins,flagellar hook-length control protein FliK,fliK
hotlake_ucc_84254,CD01DRAFT_3129,,,HPt domain protein,
hotlake_ucc_84255,CD01DRAFT_3130,Signal transduction,Taxis,Response regulator containing a CheY-like receiver domain and an HD-GYP domain,
hotlake_ucc_84256,CD01DRAFT_3131,Regulatory functions,Protein interactions,Anti-anti-sigma regulatory factor (antagonist of anti-sigma factor),
hotlake_ucc_84257,CD01DRAFT_3132,Cell motility and adherance,Flagella complex and associated proteins,flagellar export chaperone FliJ,fliJ
hotlake_ucc_84258,CD01DRAFT_3133,Defense and invasion systems::Cell motility and adherance,Secretion systems::Flagella complex and associated proteins,flagellum-specific ATP synthase FliI,fliI
hotlake_ucc_84259,CD01DRAFT_3134,Cell motility and adherance,Flagella complex and associated proteins,flagellar assembly protein FliH,fliH
hotlake_ucc_84260,CD01DRAFT_3135,Regulatory functions::Cell motility and adherance,Protein interactions::Flagella complex and associated proteins,flagellar motor switch protein FliG,fliG
hotlake_ucc_84261,CD01DRAFT_3136,Cell motility and adherance,Flagella complex and associated proteins,flagellar M-ring protein FliF,fliF
hotlake_ucc_84262,CD01DRAFT_3137,Cell motility and adherance,Flagella complex and associated proteins,flagellar hook-basal body complex protein FliE,fliE
hotlake_ucc_84263,CD01DRAFT_3138,Regulatory functions::Signal transduction::Unknown function,Enzymes of unknown specificity::General::Taxis::DNA interactions::Protein interactions,two-component system_ response regulator FlrC,flrC
hotlake_ucc_84264,CD01DRAFT_3139,Signal transduction::Unknown function,Enzymes of unknown specificity::Two-component systems,two-component system_ sensor histidine kinase FlrB,flrB
hotlake_ucc_84265,CD01DRAFT_3140,Regulatory functions::Unknown function,General::DNA interactions::Protein interactions,sigma-54 specific transcriptional regulator_ flagellar regulatory protein A,flrA
hotlake_ucc_84266,CD01DRAFT_3141,,,hypothetical protein,
hotlake_ucc_84267,CD01DRAFT_3142,,,Protein of unknown function (DUF1329),
hotlake_ucc_84269,CD01DRAFT_3143,,,hypothetical protein,
hotlake_ucc_84270,CD01DRAFT_3144,,,hypothetical protein,
hotlake_ucc_84271,CD01DRAFT_3145,,,cell division inhibitor SulA,sulA
hotlake_ucc_84272,CD01DRAFT_3146,Regulatory functions,DNA interactions,SOS-response transcriptional regulator LexA,lexA
hotlake_ucc_84273,CD01DRAFT_3147,,,Putative amidoligase enzyme,
hotlake_ucc_84274,CD01DRAFT_3148,,,putative glutamine amidotransferase,
hotlake_ucc_84275,CD01DRAFT_3149,,,hypothetical protein,
hotlake_ucc_84277,CD01DRAFT_3150,,,autotransporter translocation and assembly module inner membrane component TamB,tamB
hotlake_ucc_84278,CD01DRAFT_3151,Unknown function,General,autotransporter translocation and assembly module outer membrane component TamA,tamA
hotlake_ucc_84279,CD01DRAFT_3152,Fatty acid and lipid metabolism,Fatty acid degradation,putative acyl-CoA dehydrogenase,
hotlake_ucc_84280,CD01DRAFT_3153,Fatty acid and lipid metabolism,Fatty acid degradation,acyl-CoA dehydrogenase,acd
hotlake_ucc_84281,CD01DRAFT_3154,,,hypothetical protein,
hotlake_ucc_84282,CD01DRAFT_3155,Unknown function,Enzymes of unknown specificity,amidase,amiE
hotlake_ucc_84283,CD01DRAFT_3156,Transport and binding proteins,Carbohydrates_ organic alcohols_ and acids,Na+:H+ antiporter NhaD,nhaD
hotlake_ucc_84284,CD01DRAFT_3157,Intracellular trafficking_ assembly_ and processing,Protein export_ secretion_ and sorting,protein translocation fusion protein SecD-SecF,secD-secF
hotlake_ucc_84285,CD01DRAFT_3158,,,hypothetical protein,
hotlake_ucc_84286,CD01DRAFT_3159,Unknown function,General,protein of unknown function,
hotlake_ucc_84288,CD01DRAFT_3161,Xenobiotics biodegradation and metabolism,Benzoate degradation,acetyl-CoA C-acetyltransferase,atoB
hotlake_ucc_84289,CD01DRAFT_3162,Unknown function,Enzymes of unknown specificity,3-oxoacyl-[acyl-carrier protein] reductase,fabG
hotlake_ucc_84293,CD01DRAFT_3166,,,hypothetical protein,
hotlake_ucc_84294,CD01DRAFT_3167,,,Protein of unknown function (DUF2846),
hotlake_ucc_84295,CD01DRAFT_3168,,,hypothetical protein,
hotlake_ucc_84296,CD01DRAFT_3169,Nucleic acid metabolism,Purine metabolism,phosphoribosylaminoimidazole carboxylase catalytic subunit PurE,purE
hotlake_ucc_84297,CD01DRAFT_3170,Nucleic acid metabolism,Purine metabolism,phosphoribosylaminoimidazole carboxylase ATPase subunit PurK,purK
hotlake_ucc_84298,CD01DRAFT_3171,Defense and invasion systems,Detoxification and inactivation,superoxide dismutase Sod2,sod2
hotlake_ucc_84299,CD01DRAFT_3172,Regulatory functions,Small molecule interactions,diguanylate cyclase/phosphodiesterase,
hotlake_ucc_84300,CD01DRAFT_3173,,,LemA family uncharacterized protein,lemA
hotlake_ucc_84301,CD01DRAFT_3174,Intracellular trafficking_ assembly_ and processing,Peptidases,Zn-dependent protease with chaperone function,
hotlake_ucc_84302,CD01DRAFT_3175,Defense and invasion systems::Transport and binding proteins,Porins and secretins::Secretion systems,type 2a secretion system secretin GspD,gspD
hotlake_ucc_84304,CD01DRAFT_3176,Intracellular trafficking_ assembly_ and processing,Protein export_ secretion_ and sorting,T2SS system assembly platform protein GspC,gspC
hotlake_ucc_84305,CD01DRAFT_3177,Intracellular trafficking_ assembly_ and processing,Protein export_ secretion_ and sorting,T2SS system assembly platform protein GspN,gspN
hotlake_ucc_84306,CD01DRAFT_3178,Intracellular trafficking_ assembly_ and processing,Chaperone and folding catalysis,chaperonin GroEL,groEL
hotlake_ucc_84307,CD01DRAFT_3179,Intracellular trafficking_ assembly_ and processing,Chaperone and folding catalysis,chaperonin GroES,groES
hotlake_ucc_84308,CD01DRAFT_3180,Unknown function,General,UPF0716 protein FxsA,fxsA
hotlake_ucc_84309,CD01DRAFT_3181,Unknown function,Enzymes of unknown specificity,3-oxoacyl-[acyl-carrier protein] reductase,fabG
hotlake_ucc_84310,CD01DRAFT_3182,Nucleic acid metabolism::Unknown function,General::DNA replication_ recombination_ and repair,methylated-DNA-protein-cysteine methyltransferase related protein,ybaZ
hotlake_ucc_84311,CD01DRAFT_3183,Mobile and extrachromosomal element functions,Selfish genetic elements,transposase,yafM
hotlake_ucc_84312,CD01DRAFT_3184,Transport and binding proteins,Unknown substrate,major facilitator family permease,ampG
hotlake_ucc_84313,CD01DRAFT_3185,,,hypothetical protein YajQ,yajQ
hotlake_ucc_84314,CD01DRAFT_3186,Signal transduction,Taxis,response regulator receiver modulated diguanylate cyclase,
hotlake_ucc_84315,CD01DRAFT_3187,Regulatory functions,DNA interactions,AraC family transcriptional regulator,
hotlake_ucc_84316,CD01DRAFT_3188,Amino acid metabolism,Arginine biosynthesis,argininosuccinate synthase ArgG,argG
hotlake_ucc_84317,CD01DRAFT_3189,,,bacterial extracellular solute-binding protein,
hotlake_ucc_84319,CD01DRAFT_3190,Cell motility and adherance,Flagella complex and associated proteins,flagellar export chaperone FliS,fliS
hotlake_ucc_84320,CD01DRAFT_3191,Cell motility and adherance,Flagella complex and associated proteins,flagellar filament capping protein FliD,fliD
hotlake_ucc_84321,CD01DRAFT_3192,Cell motility and adherance,Flagella complex and associated proteins,flagellar protein FlaG,flaG
hotlake_ucc_84322,CD01DRAFT_3193,Cell motility and adherance,Flagella complex and associated proteins,flagellin FliC,fliC
hotlake_ucc_84323,CD01DRAFT_3194,Cell motility and adherance,Flagella complex and associated proteins,flagellin FliC,fliC
hotlake_ucc_84324,CD01DRAFT_3195,,,TPR repeat,
hotlake_ucc_84325,CD01DRAFT_3196,Unknown function,Enzymes of unknown specificity,exodeoxyribonuclease I,sbcB
hotlake_ucc_84326,CD01DRAFT_3197,,,hypothetical protein,
hotlake_ucc_84327,CD01DRAFT_3198,Signal transduction,Taxis,Chemotaxis protein CheC_ inhibitor of MCP methylation,
hotlake_ucc_84328,CD01DRAFT_3199,Regulatory functions,Small molecule interactions,diguanylate cyclase (GGDEF) domain,
hotlake_ucc_84329,CD01DRAFT_3200,Cell structure_ growth_ and death,Chromosome and assoicated proteins,hypothetical protein,
hotlake_ucc_84330,CD01DRAFT_3201,Carbohydrate metabolism::Unknown function,General::Amino sugar and nucleotide sugar metabolism,UDP-N-acetyl-D-galactosamine dehydrogenase,wbpO
hotlake_ucc_84331,CD01DRAFT_3202,Transcription::Unknown function,General,metallo-beta-lactamase family protein,
hotlake_ucc_84332,CD01DRAFT_3203,,,Nucleotidyl transferase of unknown function (DUF1814),
hotlake_ucc_84333,CD01DRAFT_3204,,,protein of unknown function DUF4095,
hotlake_ucc_84334,CD01DRAFT_3205,Transport and binding proteins,Unknown substrate::Carbohydrates_ organic alcohols_ and acids,DASS family divalent anion:Na+ Symporter,
hotlake_ucc_84335,CD01DRAFT_3206,Energy metabolism,Sulfur metabolism,adenylylsulfate kinase ApsK,apsK
hotlake_ucc_84336,CD01DRAFT_3207,,,protein of unknown function,
hotlake_ucc_84337,CD01DRAFT_3208,,,protein of unknown function containing DUF4160 domain,
